"","province","district","constituency","year","party","candidate","first_name","middle_name","last_name","won","pct_margin","election"
"529","Eastern","Nyimba","Nyimba",2016,"MMD","Edson Tembo","Edson",NA,"Tembo",0,0.0825624191783547,"assembly"
"530","Northern","Mbala","Kanchibiya",2006,"Independent","Edward Bwalya","Edward",NA,"Bwalya",0,0.335774605784321,"assembly"
"531","Central","Mumbwa","Mwembezhi",2006,"UPND, FDD, UNIP (UDA)","Edward Kasoko","Edward",NA,"Kasoko",1,0.175301160298574,"assembly"
"532","Copperbelt","Kitwe","Chimwemwe",2016,"FDD","Edward Mwansa","Edward",NA,"Mwansa",0,0.177721196690006,"assembly"
"533","Copperbelt","Chililabombwe","Chililabombwe",2011,"UPND","Edward  Phiri","Edward","","Phiri",0,0.25304746063934,"assembly"
"534","Eastern","Chadiza","Chadiza",2006,"HP","Edward J. Mzyece","Edward","J.","Mzyece",0,0.0688431511710433,"assembly"
"535","Copperbelt","Chililabombwe","Chililabombwe",2006,"Independent","Edward P. Phiri","Edward","P.","Phiri",0,0.276825545902794,"assembly"
"536","Lusaka","Lusaka","Lusaka Central",2006,"DDM","Edwin Sakala","Edwin",NA,"Sakala",0,0.361178037926245,"assembly"
"537","Lusaka","Lusaka","Lusaka Central",2011,"ZDDM","Edwin  Sakala","Edwin","","Sakala",0,0.360829248493553,"assembly"
"538","Northern","Mbala","Mbala",2011,"ZED","Edwin  Siyanda","Edwin","","Siyanda",0,0.353236373774453,"assembly"
"539","Southern","Livingstone","Livingstone",2016,"IND","Edwin A Simwimba","Edwin","A","Simwimba",0,0.364586971259527,"assembly"
"540","Western","Lukulu","Lukulu East",2016,"PF","Edwin M Kandala","Edwin","M","Kandala",0,0.498330725091288,"assembly"
"541","Western","Lukulu","Lukulu East",2006,"Independent","Edwin N. Nkomesha","Edwin","N.","Nkomesha",0,0.201341344138606,"assembly"
"542","Eastern","Chama","Chama South",2011,"PF","Effron  Lungu","Effron","","Lungu",1,0.0354320884970474,"assembly"
"543","Western","Lukulu","Mitete",2006,"ULP","Eileen Imbwae","Eileen",NA,"Imbwae",1,0.00646248946333239,"assembly"
"544","Western","Lukulu","Mitete",2011,"PF","Eileen M Imbwae","Eileen","M","Imbwae",0,0.316725319503612,"assembly"
"545","Copperbelt","Kitwe","Kamfinsa",2016,"PF","Elalio Musonda","Elalio",NA,"Musonda",1,0.319861535695019,"assembly"
"546","Luapula","Kawambwa","Mwansabombwe",2006,"UPND, FDD, UNIP (UDA)","Elalio C. Chishimikwa","Elalio","C.","Chishimikwa",0,0.443651352166482,"assembly"
"547","Muchinga","Shiwan'gandu","Shiwan'gandu",2016,"UPND","Elias Mubanga","Elias",NA,"Mubanga",0,0.504611705761785,"assembly"
"548","Southern","Kazungula","Katombola",2016,"PF","Elias Siankombwe","Elias",NA,"Siankombwe",0,0.813621794871795,"assembly"
"549","Southern","Kazungula","Katombola",2011,"IND","Elias  Siankombwe","Elias","","Siankombwe",0,0.199774901519415,"assembly"
"550","Copperbelt","Kitwe","Chimwemwe",2016,"IND","Elias M Mwila","Elias","M","Mwila",1,0.177721196690006,"assembly"
"551","Copperbelt","Kalulushi","Kalulushi",2006,"UPND, FDD, UNIP (UDA)","Elijah Banda","Elijah",NA,"Banda",0,0.206384776459351,"assembly"
"552","North-Western","Mwinilunga","Ikeleng'i",2006,"MMD","Elijah Muchima","Elijah",NA,"Muchima",1,0.350268685881778,"assembly"
"553","North-Western","Ikelenge","Ikeleng'i",2016,"UPND","Elijah Muchima","Elijah",NA,"Muchima",1,0.636780744640842,"assembly"
"554","Muchinga","Chama","Chama South",2016,"IND","Elijah D Mvula","Elijah","D","Mvula",0,0.432013272740388,"assembly"
"555","North-Western","Mwinilunga","Ikeleng'i",2011,"MMD","Elijah J Muchima","Elijah","J","Muchima",1,0.313446038922744,"assembly"
"556","Copperbelt","Mufulira","Mufulira",2016,"UPND","Elijah K Biyete","Elijah","K","Biyete",0,0.472045850424229,"assembly"
"557","Eastern","Petauke","Kaumbwe",2006,"PF","Elina Tembo","Elina",NA,"Tembo",0,0.0673526169352722,"assembly"
"558","North-Western","Mufumbwe","Mufumbwe",2006,"Independent","Eliot Kamondo","Eliot",NA,"Kamondo",0,0.00445403298768182,"assembly"
"559","North-Western","Mufumbwe","Mufumbwe",2016,"UPND","Eliot Kamondo","Eliot",NA,"Kamondo",1,0.132873255394757,"assembly"
"560","North-Western","Mufumbwe","Mufumbwe",2011,"UPND","Eliot  Kamondo","Eliot","","Kamondo",0,0.00359405458089668,"assembly"
"561","Copperbelt","Lufwanyama","Lufwanyama",2011,"UPND","Elisha  Matambo","Elisha","","Matambo",0,0.239565118223979,"assembly"
"562","Copperbelt","Mpongwe","Mpongwe",2006,"PF","Elizabeth Kalongelwa","Elizabeth",NA,"Kalongelwa",0,0.65949011618303,"assembly"
"563","Lusaka","Lusaka","Kanyama",2016,"PF","Elizabeth Phiri","Elizabeth",NA,"Phiri",1,0.0671483212919676,"assembly"
"564","Luapula","Kawambwa","Kawambwa",2011,"MMD","Elizabeth  Chitika","Elizabeth","","Chitika",0,0.282538575538314,"assembly"
"565","Luapula","Kawambwa","Kawambwa",2016,"MMD","Elizabeth K Chitika","Elizabeth","K","Chitika",0,0.163047987830176,"assembly"
"566","Luapula","Kawambwa","Kawambwa",2006,"PF","Elizabeth K. Chitika","Elizabeth","K.","Chitika",1,0.106737524770312,"assembly"
"567","Muchinga","Chama","Chama South",2016,"IND","Elizabeth L P Nkhowani","Elizabeth","L","Nkhowani",0,0.432013272740388,"assembly"
"568","Southern","Namwala","Namwala",2011,"ADD","Ellie  Mwetwa","Ellie","","Mwetwa",0,0.412411626080126,"assembly"
"569","North-Western","Mwinilunga","Ikeleng'i",2011,"UPND","Elvis  Chifwafwa","Elvis","","Chifwafwa",0,0.313446038922744,"assembly"
"570","Northern","Kaputa","Kaputa",2016,"UPND","Elvis C Nkandu","Elvis","C","Nkandu",0,0.132246740220662,"assembly"
"571","Luapula","Lunga","Luapula",2016,"PF","Emerine Kabanshi","Emerine",NA,"Kabanshi",1,0.0921330811171692,"assembly"
"572","Luapula","Samfya","Luapula",2011,"PF","Emerine  Kabanshi","Emerine","","Kabanshi",1,0.0536933581626319,"assembly"
"573","Lusaka","Lusaka","Chawama",2011,"IND","Emily  Nkoma","Emily","","Nkoma",0,0.274536118566927,"assembly"
"574","Eastern","Katete","Milanzi",2006,"APC","Emmanuel Banda","Emmanuel",NA,"Banda",0,0.0873457012921389,"assembly"
"575","Central","Serenje","Muchinga",2016,"UPND","Emmanuel Banda","Emmanuel",NA,"Banda",0,0.513875932835821,"assembly"
"576","Central","Chibombo","Keembe",2016,"PF","Emmanuel Chiminsa","Emmanuel",NA,"Chiminsa",0,0.479521428119263,"assembly"
"577","Copperbelt","Mpongwe","Mpongwe",2016,"PF","Emmanuel Kasambo","Emmanuel",NA,"Kasambo",0,0.0830041694096993,"assembly"
"578","Copperbelt","Ndola","Ndola Central",2016,"PF","Emmanuel Mulenga","Emmanuel",NA,"Mulenga",1,0.385252225519288,"assembly"
"579","Lusaka","Lusaka","Munali",2006,"UPND, FDD, UNIP (UDA)","Emmanuel Tembo","Emmanuel",NA,"Tembo",0,0.0182492581602374,"assembly"
"580","Copperbelt","Ndola","Bwana Mkubwa",2011,"PF","Emmanuel  Chenda","Emmanuel","","Chenda",1,0.449076495915657,"assembly"
"581","Northern","Mporokoso","Lunte",2011,"PF","Emmanuel  Chilubanama","Emmanuel","","Chilubanama",0,0.104302383849953,"assembly"
"582","Central","Chibombo","Keembe",2011,"UPND","Emmanuel  Chiminsa","Emmanuel","","Chiminsa",0,0.272415380109619,"assembly"
"583","Copperbelt","Ndola","Ndola Central",2011,"MMD","Emmanuel  Mulenga","Emmanuel","","Mulenga",0,0.28816915352521,"assembly"
"584","Northern","Mbala","Kanchibiya",2011,"UPND","Emmanuel  Mulenga","Emmanuel","","Mulenga",0,0.233146622734761,"assembly"
"585","Northern","Mungwi","Malole",2011,"IND","Emmanuel  Munaile","Emmanuel","","Munaile",0,0.554754020813623,"assembly"
"586","Copperbelt","Mufulira","Kankoyo",2011,"UPDD","Emmanuel  Simumba","Emmanuel","","Simumba",0,0.406421299921691,"assembly"
"587","Copperbelt","Mufulira","Kankoyo",2006,"MMD","Emmanuel A. Sandi","Emmanuel","A.","Sandi",0,0.0248893343355884,"assembly"
"588","Eastern","Petauke","Petauke",2016,"IND","Emmanuel J Banda","Emmanuel","J","Banda",0,0.371556217423678,"assembly"
"589","Luapula","Mansa","Bahati",2006,"MMD","Emmanuel K. Chungu","Emmanuel","K.","Chungu",0,0.24156254488008,"assembly"
"590","Northern","Mungwi","Malole",2016,"FDD","Emmanuel M Munaile","Emmanuel","M","Munaile",0,0.554374628007823,"assembly"
"591","Southern","Choma","Mbabala",2006,"UPND, FDD, UNIP (UDA)","Emmanuel M. Hachipuka","Emmanuel","M.","Hachipuka",1,0.367279853340919,"assembly"
"592","Northern","Mungwi","Malole",2006,"Independent","Emmanuel M. Munaile","Emmanuel","M.","Munaile",1,0.003,"assembly"
"593","Southern","Kalomo","Mapatizya",2006,"MMD","Emmanuel M. Siamweela","Emmanuel","M.","Siamweela",0,0.320142483441866,"assembly"
"594","Southern","Mazabuka","Magoye",2006,"MMD","Emmerson Machila","Emmerson",NA,"Machila",0,0.223266095606521,"assembly"
"595","Southern","Mazabuka","Magoye",2016,"UPND","Emmerson Machila","Emmerson",NA,"Machila",1,0.85142101784534,"assembly"
"596","Southern","Kalomo","Dundumwezi",2006,"UPND, FDD, UNIP (UDA)","Emmerson M. Mudenda","Emmerson","M.","Mudenda",0,0.0585356041303473,"assembly"
"597","Western","Kaoma","Mangango",2016,"FDD","Enelesi Nyirenda","Enelesi",NA,"Nyirenda",0,0.351915540270335,"assembly"
"598","Eastern","Katete","Mkaika",2006,"PF","Eneless Banda","Eneless",NA,"Banda",0,0.112831606512581,"assembly"
"599","Eastern","Katete","Mkaika",2006,"Independent","Eness Phiri","Eness",NA,"Phiri",0,0.112831606512581,"assembly"
"600","Lusaka","Lusaka","Mandevu",2016,"UNIP","Engiwe S Mzyeche","Engiwe","S","Mzyeche",0,0.37162928869226,"assembly"
"601","North-Western","Kabompo","Kabompo",2006,"Independent","Enoch P. Kavindele","Enoch","P.","Kavindele",0,0.169816074577979,"assembly"
"602","Luapula","Mwense","Chipili",2006,"Independent","Enock Mwewa","Enock",NA,"Mwewa",0,0.239716664595501,"assembly"
"603","Lusaka","Kafue","Kafue",2006,"Independent","Enock Mwiinga","Enock",NA,"Mwiinga",0,0.0864952275775026,"assembly"
"604","Luapula","Mansa","Bahati",2011,"UNIP","Enorrine  Mwewa","Enorrine","","Mwewa",0,0.602562139539631,"assembly"
"605","Copperbelt","Luanshya","Roan",2011,"FDD","Enos  Siwakwi","Enos","","Siwakwi",0,0.399632571459448,"assembly"
"606","Northern","Kasama","Lukashya",2016,"RAINBOW","Ephraim Mutale","Ephraim",NA,"Mutale",0,0.151296054149681,"assembly"
"607","Southern","Choma","Mbabala",2011,"UPND","Ephraim  Belemu","Ephraim","","Belemu",1,0.261163277713977,"assembly"
"608","Southern","Choma","Mbabala",2016,"UPND","Ephraim K Belemu","Ephraim","K","Belemu",1,0.925840758838747,"assembly"
"609","Southern","Siavonga","Siavonga",2006,"PF","Ephraim M. Manjawanthu","Ephraim","M.","Manjawanthu",0,0.258688895168127,"assembly"
"610","Luapula","Samfya","Bangweulu",2006,"HP","Eric W. Kasongo","Eric","W.","Kasongo",0,0.299223191424728,"assembly"
"611","Copperbelt","Ndola","Kabushi",2016,"UPND","Ernest Lufunda","Ernest",NA,"Lufunda",0,0.551188523159622,"assembly"
"612","Copperbelt","Kitwe","Nkana",2016,"FDD","Ernest Mulebi","Ernest",NA,"Mulebi",0,0.448564593301435,"assembly"
"613","Copperbelt","Ndola","Kabushi",2011,"UPND","Ernest  Lufunda","Ernest","","Lufunda",0,0.355603537765229,"assembly"
"614","Luapula","Samfya","Chifunabuli",2006,"PF","Ernest C. Mwansa","Ernest","C.","Mwansa",1,0.00723053640491,"assembly"
"615","Copperbelt","Chililabombwe","Chililabombwe",2006,"PF","Esther  Banda","Esther","","Banda",1,0.276825545902794,"assembly"
"616","Copperbelt","Chililabombwe","Chililabombwe",2011,"PF","Esther M Banda","Esther","M","Banda",1,0.25304746063934,"assembly"
"617","Western","Nkeyema","Nkeyema",2016,"PF","Ethel W Kaungu","Ethel","W","Kaungu",0,0.408325731818559,"assembly"
"618","Copperbelt","Kitwe","Kwacha",2006,"MMD","Eugene B. Appel","Eugene","B.","Appel",0,0.110734231995088,"assembly"
"619","Northern","Mporokoso","Mporokoso",2016,"UPND","Eunice K Mwila","Eunice","K","Mwila",0,0.706537571759061,"assembly"
"620","Western","Senanga","Nalolo",2006,"HP","Eunice K. Anamela","Eunice","K.","Anamela",0,0.122194864579669,"assembly"
"621","Copperbelt","Kitwe","Nkana",2006,"MMD","Eunice M. Siwale","Eunice","M.","Siwale",0,0.414902977816885,"assembly"
"622","Eastern","Chadiza","Vubwi",2006,"MMD","Eustarckio Kazonga","Eustarckio",NA,"Kazonga",1,0.097778266608007,"assembly"
"623","Eastern","Chadiza","Vubwi",2011,"MMD","Eustarckio  Kazonga","Eustarckio","","Kazonga",1,0.586258588382261,"assembly"
"624","Copperbelt","Kitwe","Kwacha",2006,"RP","Evaness N. Sanderson","Evaness","N.","Sanderson",0,0.110734231995088,"assembly"
"625","Muchinga","Mpika","Mpika",2016,"RAINBOW","Evans Luambia","Evans",NA,"Luambia",0,0.611969304365158,"assembly"
"626","Eastern","Lundazi","Lundazi",2016,"IND","Evans Ng`Oma","Evans",NA,"Ng`Oma",0,0.230717185385656,"assembly"
"627","Copperbelt","Mufulira","Mufulira",2011,"MMD","Evans  Chibanda","Evans","","Chibanda",0,0.279060008392782,"assembly"
"628","Western","Sesheke","Sesheke",2011,"PF","Evans  Chipman","Evans","","Chipman",0,0.121003392618485,"assembly"
"629","Central","Serenje","Chitambo",2006,"NDF","Evans C. Chola","Evans","C.","Chola",0,0.642905711695376,"assembly"
"630","Copperbelt","Mufulira","Mufulira",2016,"PF","Evans I Chibanda","Evans","I","Chibanda",1,0.472045850424229,"assembly"
"631","Eastern","Lundazi","Lundazi",2011,"PF","Evans K Ngoma","Evans","K","Ngoma",0,0.28097667638484,"assembly"
"632","Northern","Mbala","Mbala",2006,"PF","Evans K. Musenda","Evans","K.","Musenda",0,0.0790889620226715,"assembly"
"633","Northern","Mbala","Mpika",2011,"UPND","Evans M Lupiya","Evans","M","Lupiya",0,0.276655586806443,"assembly"
"634","Eastern","Chipata","Chipangali",2011,"ADD","Evanson  Tonga","Evanson","","Tonga",0,0.362369531423495,"assembly"
"635","Copperbelt","Mufulira","Kantanshi",2006,"HP","Evaristo Chilumba","Evaristo",NA,"Chilumba",0,0.42672131147541,"assembly"
"636","Northern","Mbala","Mbala",2011,"PF","Evaristo  Kasunga","Evaristo","","Kasunga",0,0.353236373774453,"assembly"
"637","Copperbelt","Kalulushi","Kalulushi",2016,"UPND","Everisto M Mwalilino","Everisto","M","Mwalilino",0,0.142893272635306,"assembly"
"638","Eastern","Vubwi","Vubwi",2016,"FDD","Exerviel Banda","Exerviel",NA,"Banda",0,0.238529014844804,"assembly"
"639","Eastern","Katete","Milanzi",2006,"PF","Ezala Mvula","Ezala",NA,"Mvula",0,0.0873457012921389,"assembly"
"640","Eastern","Katete","Mkaika",2011,"IND","Ezekia  Ngoma","Ezekia","","Ngoma",0,0.179084489895301,"assembly"
"641","Eastern","Lundazi","Lumezi",2011,"IND","Ezekiel  Lukhanda","Ezekiel","","Lukhanda",0,0.203633389800806,"assembly"
"642","Eastern","Chipata","Chipangali",2016,"MMD","Ezra B Banda","Ezra","B","Banda",0,0.467128323501753,"assembly"
"643","Western","Senanga","Nalolo",2006,"Independent","Fabian Hangubo","Fabian",NA,"Hangubo",0,0.122194864579669,"assembly"
"644","Western","Sesheke","Mulobezi",2006,"UPND, FDD, UNIP (UDA)","Fabian Musialela","Fabian",NA,"Musialela",0,0.286308203991131,"assembly"
"645","North-Western","Kasempa","Kasempa",2011,"PF","Fabian  Chiposo","Fabian","","Chiposo",0,0.398410612602465,"assembly"
"646","Southern","Monze","Moomba",2016,"FDD","Fabian M Mambo","Fabian","M","Mambo",0,0.787117742650318,"assembly"
"647","Western","Lukulu","Lukulu East",2016,"RAINBOW","Fabian M Mayondi","Fabian","M","Mayondi",0,0.498330725091288,"assembly"
"648","Copperbelt","Ndola","Ndola Central",2011,"PF","Fackson U Shamenda","Fackson","U","Shamenda",1,0.28816915352521,"assembly"
"649","Eastern","Chipata","Kasenengwa",2011,"UNIP","Faiman  Weza","Faiman","","Weza",0,0.807238358690641,"assembly"
"650","Copperbelt","Kitwe","Kwacha",2016,"UPND","Faith Mushongo","Faith",NA,"Mushongo",0,0.442952098439903,"assembly"
"651","North-Western","Zambezi","Zambezi East",2011,"ADD","Falliot K Samakayi","Falliot","K","Samakayi",0,0.0126720901126408,"assembly"
"652","North-Western","Manyinga","Manyinga",2016,"FDD","Falliot K Samakayi","Falliot","K","Samakayi",0,0.588285229202037,"assembly"
"653","Copperbelt","Kitwe","Nkana",2016,"RAINBOW","Faston Mwale","Faston",NA,"Mwale",0,0.448564593301435,"assembly"
"654","Eastern","Chipata","Kasenengwa",2016,"UPND","Faustin As Banda","Faustin","As","Banda",0,0.388185477108838,"assembly"
"655","Lusaka","Lusaka","Matero",2011,"MMD","Faustina S Bwalya","Faustina","S","Bwalya",0,0.484080988886036,"assembly"
"656","Lusaka","Lusaka","Matero",2006,"PF","Faustina S. Bwalya","Faustina","S.","Bwalya",1,0.203254895057019,"assembly"
"657","Southern","Monze","Moomba",2011,"IND","Fedelis  Haambote","Fedelis","","Haambote",0,0.428770500589559,"assembly"
"658","Southern","Choma","Choma Central",2006,"PF","Felix Chilufya","Felix",NA,"Chilufya",0,0.583102169045152,"assembly"
"659","Southern","Mazabuka","Magoye",2006,"PF","Felix Manyoni","Felix",NA,"Manyoni",0,0.223266095606521,"assembly"
"660","Northern","Mporokoso","Lunte",2011,"MMD","Felix  Mutati","Felix","","Mutati",1,0.104302383849953,"assembly"
"661","Copperbelt","Kitwe","Kwacha",2011,"IND","Felix  Ntengwe","Felix","","Ntengwe",0,0.400174446583253,"assembly"
"662","Southern","Mazabuka","Chikankata",2011,"IND","Felix  Senka","Felix","","Senka",0,0.374874055415617,"assembly"
"663","Luapula","Mansa","Mansa Central",2016,"IND","Felix C Kunda","Felix","C","Kunda",0,0.764695694343413,"assembly"
"664","Northern","Mporokoso","Lunte",2006,"MMD","Felix C. Mutati","Felix","C.","Mutati",1,0.215580286168521,"assembly"
"665","North-Western","Solwezi","Solwezi West",2011,"IND","Felix K Mwenze","Felix","K","Mwenze",0,0.0256427115523703,"assembly"
"666","Eastern","Petauke","Kaumbwe",2016,"UPND","Felix Z Ngoma","Felix","Z","Ngoma",0,0.577421815408085,"assembly"
"667","Central","Chisamba","Chisamba",2016,"RAINBOW","Ferdinand N Chipindi","Ferdinand","N","Chipindi",0,0.355099643002395,"assembly"
"668","Southern","Kazungula","Katombola",2006,"ULP","Fielder Shampile","Fielder",NA,"Shampile",0,0.152610120713087,"assembly"
"669","Eastern","Lundazi","Chasefu",2006,"HP","Filtone M. Ngwira","Filtone","M.","Ngwira",0,0.369806215083799,"assembly"
"670","Central","Mkushi","Mkushi South",2006,"UPND, FDD, UNIP (UDA)","Fines M. Hamunzala","Fines","M.","Hamunzala",0,0.53061797752809,"assembly"
"671","Eastern","Mambwe","Malambo",2016,"FDD","Florence L Mwayopa","Florence","L","Mwayopa",0,0.113143419346183,"assembly"
"672","Northern","Luwingu","Lubansenshi",2016,"MMD","Florence M Chipalo","Florence","M","Chipalo",0,0.352589884216941,"assembly"
"673","Eastern","Katete","Sinda",2006,"HP","Flowers Phiri","Flowers",NA,"Phiri",0,0.256959314775161,"assembly"
"674","Eastern","Nyimba","Nyimba",2011,"MMD","Forrie  Tembo","Forrie","","Tembo",1,0.326929745474721,"assembly"
"675","Eastern","Nyimba","Nyimba",2006,"MMD","Forrie R. Tembo","Forrie","R.","Tembo",1,0.29972393022964,"assembly"
"676","Eastern","Lundazi","Lundazi",2006,"MMD","Frackson Banda","Frackson",NA,"Banda",0,0.0405621905039324,"assembly"
"677","Eastern","Lundazi","Lundazi",2016,"UPND","Frackson Banda","Frackson",NA,"Banda",0,0.230717185385656,"assembly"
"678","Eastern","Petauke","Msanzala",2006,"PF","Frackson B. Chilembo","Frackson","B.","Chilembo",0,0.164729563015389,"assembly"
"679","Muchinga","Isoka","Isoka",2016,"UPND","Francis Siame","Francis",NA,"Siame",0,0.47453897736798,"assembly"
"680","Southern","Monze","Bweengwa",2011,"PF","Francis  Bwembya","Francis","","Bwembya",0,0.64870796460177,"assembly"
"681","Lusaka","Luangwa","Feira",2011,"UPND","Francis  Ndhlovu","Francis","","Ndhlovu",0,0.155639837055766,"assembly"
"682","Southern","Choma","Choma Central",2011,"ADD","Francis  Siakonde","Francis","","Siakonde",0,0.439339184305627,"assembly"
"683","Luapula","Mansa","Bahati",2006,"Independent","Francis K. Bweupe","Francis","K.","Bweupe",0,0.24156254488008,"assembly"
"684","Northern","Chilubi","Chilubi",2006,"UPND, FDD, UNIP (UDA)","Francis M. Pande","Francis","M.","Pande",0,0.0821163141208877,"assembly"
"685","Western","Mongu","Mongu Central",2006,"ULP","Francis Z. Simenda","Francis","Z.","Simenda",0,0.188453536754508,"assembly"
"686","Eastern","Mambwe","Malambo",2016,"RAINBOW","Francisco Mumba","Francisco",NA,"Mumba",0,0.113143419346183,"assembly"
"687","Copperbelt","Ndola","Chifubu",2016,"PF","Frank Ngambi","Frank",NA,"Ngambi",1,0.201709756688471,"assembly"
"688","Central","Mkushi","Mkushi North",2016,"NAREP","Frank Sichone","Frank",NA,"Sichone",0,0.149509925866959,"assembly"
"689","Copperbelt","Ndola","Chifubu",2011,"MMD","Frank  Ng'ambi","Frank","","Ng'ambi",0,0.18596387326029,"assembly"
"690","Copperbelt","Ndola","Ndola Central",2006,"UPND, FDD, UNIP (UDA)","Frank M. Tayali","Frank","M.","Tayali",0,0.23770615257173,"assembly"
"691","Western","Sesheke","Sesheke",2011,"MMD","Frank S Kufakwandi","Frank","S","Kufakwandi",0,0.121003392618485,"assembly"
"692","Western","Sesheke","Sesheke",2016,"UPND","Frank S Kufakwandi","Frank","S","Kufakwandi",1,0.632706602536073,"assembly"
"693","Southern","Itezhi-Tezhi","Itezhitezhi",2006,"PF","Fraser Chibulamukowa","Fraser",NA,"Chibulamukowa",0,0.171390611160319,"assembly"
"694","Eastern","Petauke","Msanzala",2016,"UPND","Fred Banda","Fred",NA,"Banda",0,0.244087213599409,"assembly"
"695","Eastern","Chama","Chama North",2006,"PF","Fred Khunga","Fred",NA,"Khunga",0,0.31873845522337,"assembly"
"696","Southern","Monze","Moomba",2016,"UPND","Fred C Chaatila","Fred","C","Chaatila",1,0.787117742650318,"assembly"
"697","Lusaka","Lusaka","Chawama",2006,"ULP","Freddy M. Milinga","Freddy","M.","Milinga",0,0.20128603424608,"assembly"
"698","North-Western","Chavuma","Chavuma",2016,"IND","Fredrick Fwoloshi","Fredrick",NA,"Fwoloshi",0,0.0932034536196591,"assembly"
"699","Central","Kapiri Mposhi","Kapiri Mposhi",2016,"UPP","Fredrick Manyanina","Fredrick",NA,"Manyanina",0,0.034881425092688,"assembly"
"700","Northern","Mporokoso","Mporokoso",2016,"FDD","Fredrick Simfukwe","Fredrick",NA,"Simfukwe",0,0.706537571759061,"assembly"
"701","Southern","Livingstone","Livingstone",2011,"UPND","Fredrick  Chuunga","Fredrick","","Chuunga",0,0.00505718509297437,"assembly"
"702","Central","Kabwe","Bwacha",2011,"ADD","Fredrick  Mulando","Fredrick","","Mulando",0,0.137251820420137,"assembly"
"703","Northern","Mbala","Senga Hill",2006,"PF","Fredrick M. Siame","Fredrick","M.","Siame",0,0.67477889600488,"assembly"
"704","Southern","Choma","Mbabala",2016,"PF","Fredrick N Njamba","Fredrick","N","Njamba",0,0.925840758838747,"assembly"
"705","Eastern","Chipata","Kasenengwa",2006,"NDF","Fredson G. Sakala","Fredson","G.","Sakala",0,0.0475532472482966,"assembly"
"706","Central","Serenje","Muchinga",2006,"PF","Fredson K. Yamba","Fredson","K.","Yamba",0,0.597888253409591,"assembly"
"707","Eastern","Katete","Mkaika",2006,"HP","Fredson M. Tembo","Fredson","M.","Tembo",0,0.112831606512581,"assembly"
"708","Northern","Chilubi","Chinsali",2011,"NAREP","Freedom  Sabi","Freedom","","Sabi",0,0.442966903073286,"assembly"
"709","Northern","Mpulungu","Mpulungu",2011,"PF","Freedom  Sikazwe","Freedom","","Sikazwe",1,0.0988467183895995,"assembly"
"710","Northern","Mpulungu","Mpulungu",2016,"PF","Freedom C Sikazwe","Freedom","C","Sikazwe",1,0.127212920870754,"assembly"
"711","Northern","Mungwi","Malole",2006,"APC","Frentino Nkole","Frentino",NA,"Nkole",0,0.003,"assembly"
"712","Lusaka","Lusaka","Munali",2011,"IND","Fresher  Siwale","Fresher","","Siwale",0,0.344900490992644,"assembly"
"713","Northern","Luwingu","Lubansenshi",2006,"Independent","Freviah Mupinde","Freviah",NA,"Mupinde",0,0.111911895700057,"assembly"
"714","Luapula","Mwense","Mwense",2006,"PUDD","Fridah Kasonkomona","Fridah",NA,"Kasonkomona",0,0.169926047658176,"assembly"
"715","Central","Kapiri-Mposhi","Kapiri Mposhi",2006,"MMD","Friday P. Malwa","Friday","P.","Malwa",1,0.415561510799606,"assembly"
"716","Southern","Sinazongwe","Sinazongwe",2016,"FDD","Fudick Simunyika","Fudick",NA,"Simunyika",0,0.662784417780074,"assembly"
"717","Central","Mkushi","Mkushi South",2006,"PF","Gabriel Mwami","Gabriel",NA,"Mwami",0,0.53061797752809,"assembly"
"718","Central","Ngabwe","Lufubu",2016,"IND","Gabriel Namulambe","Gabriel",NA,"Namulambe",0,0.103296703296703,"assembly"
"719","Copperbelt","Mpongwe","Mpongwe",2006,"MMD","Gabriel Namulambe","Gabriel",NA,"Namulambe",1,0.65949011618303,"assembly"
"720","Copperbelt","Mpongwe","Mpongwe",2011,"MMD","Gabriel  Namulambe","Gabriel","","Namulambe",1,0.192203460496143,"assembly"
"721","Northern","Kasama","Lukashya",2016,"FDD","Gabriel M Kaliminwa","Gabriel","M","Kaliminwa",0,0.151296054149681,"assembly"
"722","Southern","Mazabuka","Mazabuka Central",2006,"UPND, FDD, UNIP (UDA)","Gary Nkombo","Gary",NA,"Nkombo",1,0.299769127951719,"assembly"
"723","Southern","Mazabuka","Mazabuka Central",2011,"UPND","Gary  Nkombo","Gary","","Nkombo",1,0.43039625781496,"assembly"
"724","Eastern","Chipata","Kasenengwa",2016,"IND","Gary C Mwalimu","Gary","C","Mwalimu",0,0.388185477108838,"assembly"
"725","Southern","Mazabuka","Mazabuka Central",2016,"UPND","Gary G Nkombo","Gary","G","Nkombo",1,0.612490395061074,"assembly"
"726","Northern","Mbala","Mbala",2006,"MMD","Gaston F. Sichilima","Gaston","F.","Sichilima",1,0.0790889620226715,"assembly"
"727","Northern","Kasama","Lukashya",2016,"UDF","Geoffrey Bweupe","Geoffrey",NA,"Bweupe",0,0.151296054149681,"assembly"
"728","North-Western","Solwezi","Solwezi West",2006,"Independent","Geoffrey Sawanda","Geoffrey",NA,"Sawanda",0,0.307202351788339,"assembly"
"729","Lusaka","Kafue","Chilanga",2011,"PF","Geoffrey  Chumbwe","Geoffrey","","Chumbwe",0,0.137464856134474,"assembly"
"730","Southern","Choma","Mbabala",2011,"IND","Geoffrey  Makaya","Geoffrey","","Makaya",0,0.261163277713977,"assembly"
